cod_comune,comune,sz_perv,sz_tot,agg,cod_provincia,cod_circoscrizione,circoscrizione,cod_regione,regione,provincia
720,MONTECORVINO PUGLIANO,0,10,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
730,MONTECORVINO ROVELLA,0,10,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
740,MONTEFORTE CILENTO,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
760,MONTESANO SULLA MARCELLANA,0,9,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
770,MORIGERATI,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
780,NOCERA INFERIORE,0,46,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
790,NOCERA SUPERIORE,0,20,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
800,NOVI VELIA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
810,OGLIASTRO CILENTO,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
820,OLEVANO SUL TUSCIANO,0,6,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
830,OLIVETO CITRA,0,4,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
840,OMIGNANO,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
850,ORRIA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
860,OTTATI,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
870,PADULA,0,6,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
880,PAGANI,0,35,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
890,PALOMONTE,0,4,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
900,PELLEZZANO,0,11,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
910,PERDIFUMO,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
920,PERITO,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
930,PERTOSA,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
940,PETINA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
950,PIAGGINE,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
960,PISCIOTTA,0,5,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
970,POLLA,0,6,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
980,POLLICA,0,5,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
990,PONTECAGNANO FAIANO,0,22,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1000,POSITANO,0,4,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1010,POSTIGLIONE,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1020,PRAIANO,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1030,PRIGNANO CILENTO,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1040,RAVELLO,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1050,RICIGLIANO,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1060,ROCCADASPIDE,0,9,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1070,ROCCAGLORIOSA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1080,ROCCAPIEMONTE,0,9,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1090,ROFRANO,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1100,ROMAGNANO AL MONTE,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1110,ROSCIGNO,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1120,RUTINO,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1130,SACCO,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1140,SALA CONSILINA,0,13,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1150,SALENTO,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1160,SALERNO,0,152,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1170,SALVITELLE,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1180,SAN CIPRIANO PICENTINO,0,7,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1190,SAN GIOVANNI A PIRO,0,5,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1200,SAN GREGORIO MAGNO,0,4,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1210,SAN MANGO PIEMONTE,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1220,SAN MARZANO SUL SARNO,0,9,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1230,SAN MAURO CILENTO,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1240,SAN MAURO LA BRUCA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1250,SAN PIETRO AL TANAGRO,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1260,SAN RUFO,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1320,SAN VALENTINO TORIO,0,9,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1280,SANT'ANGELO A FASANELLA,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1290,SANT'ARSENIO,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1300,SANT'EGIDIO DEL MONTE ALBINO,0,8,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1270,SANTA MARINA,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1310,SANTOMENNA,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1330,SANZA,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1340,SAPRI,0,7,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1350,SARNO,0,34,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1360,SASSANO,0,5,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1370,SCAFATI,0,41,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1380,SCALA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1390,SERRAMEZZANA,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1400,SERRE,0,4,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1410,SESSA CILENTO,0,4,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1420,SIANO,0,10,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1430,SICIGNANO DEGLI ALBURNI,0,5,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1440,STELLA CILENTO,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1450,STIO,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1460,TEGGIANO,0,10,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1470,TORCHIARA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1480,TORRACA,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1490,TORRE ORSAIA,0,3,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1500,TORTORELLA,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1510,TRAMONTI,0,5,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1520,TRENTINARA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1530,VALLE DELL'ANGELO,0,1,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1540,VALLO DELLA LUCANIA,0,10,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1550,VALVA,0,2,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1560,VIBONATI,0,4,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
1570,VIETRI SUL MARE,0,10,NA,72,4,IV : ITALIA MERIDIONALE,15,CAMPANIA,SALERNO
10,ACQUAVIVA COLLECROCE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
20,BARANELLO,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
30,BOJANO,0,7,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
40,BONEFRO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
50,BUSSO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
60,CAMPOBASSO,0,56,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
70,CAMPOCHIARO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
80,CAMPODIPIETRA,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
90,CAMPOLIETO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
100,CAMPOMARINO,0,6,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
110,CASACALENDA,0,4,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
120,CASALCIPRANO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
130,CASTELBOTTACCIO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
140,CASTELLINO DEL BIFERNO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
150,CASTELMAURO,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
160,CASTROPIGNANO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
170,CERCEMAGGIORE,0,4,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
180,CERCEPICCOLA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
190,CIVITACAMPOMARANO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
200,COLLE D'ANCHISE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
210,COLLETORTO,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
220,DURONIA,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
230,FERRAZZANO,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
240,FOSSALTO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
250,GAMBATESA,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
260,GILDONE,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
270,GUARDIALFIERA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
280,GUARDIAREGIA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
290,GUGLIONESI,0,5,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
300,JELSI,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
310,LARINO,0,6,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
320,LIMOSANO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
330,LUCITO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
340,LUPARA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
350,MACCHIA VALFORTORE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
360,MAFALDA,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
370,MATRICE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
380,MIRABELLO SANNITICO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
390,MOLISE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
400,MONACILIONI,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
410,MONTAGANO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
420,MONTECILFONE,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
430,MONTEFALCONE NEL SANNIO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
440,MONTELONGO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
450,MONTEMITRO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
460,MONTENERO DI BISACCIA,0,8,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
470,MONTORIO NEI FRENTANI,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
480,MORRONE DEL SANNIO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
490,ORATINO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
500,PALATA,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
510,PETACCIATO,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
520,PETRELLA TIFERNINA,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
530,PIETRACATELLA,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
540,PIETRACUPA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
550,PORTOCANNONE,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
560,PROVVIDENTI,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
570,RICCIA,0,6,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
580,RIPABOTTONI,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
590,RIPALIMOSANI,0,4,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
600,ROCCAVIVARA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
610,ROTELLO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
620,SALCITO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
630,SAN BIASE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
640,SAN FELICE DEL MOLISE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
650,SAN GIACOMO DEGLI SCHIAVONI,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
660,SAN GIOVANNI IN GALDO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
670,SAN GIULIANO DEL SANNIO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
680,SAN GIULIANO DI PUGLIA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
690,SAN MARTINO IN PENSILIS,0,5,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
700,SAN MASSIMO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
710,SAN POLO MATESE,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
730,SANT'ANGELO LIMOSANO,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
740,SANT'ELIA A PIANISI,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
720,SANTA CROCE DI MAGLIANO,0,5,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
750,SEPINO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
760,SPINETE,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
770,TAVENNA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
780,TERMOLI,0,29,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
790,TORELLA DEL SANNIO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
800,TORO,0,2,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
810,TRIVENTO,0,6,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
820,TUFARA,0,1,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
830,URURI,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
840,VINCHIATURO,0,3,NA,19,4,IV : ITALIA MERIDIONALE,14,MOLISE,CAMPOBASSO
10,ACQUAVIVA D'ISERNIA,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
20,AGNONE,0,8,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
30,BAGNOLI DEL TRIGNO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
40,BELMONTE DEL SANNIO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
50,CANTALUPO NEL SANNIO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
60,CAPRACOTTA,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
70,CAROVILLI,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
80,CARPINONE,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
90,CASTEL DEL GIUDICE,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
120,CASTEL SAN VINCENZO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
100,CASTELPETROSO,0,4,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
110,CASTELPIZZUTO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
130,CASTELVERRINO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
140,CERRO AL VOLTURNO,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
150,CHIAUCI,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
160,CIVITANOVA DEL SANNIO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
170,COLLI A VOLTURNO,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
180,CONCA CASALE,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
190,FILIGNANO,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
200,FORLI' DEL SANNIO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
210,FORNELLI,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
220,FROSOLONE,0,4,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
230,ISERNIA,0,23,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
240,LONGANO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
250,MACCHIA D'ISERNIA,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
260,MACCHIAGODENA,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
270,MIRANDA,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
280,MONTAQUILA,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
290,MONTENERO VAL COCCHIARA,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
300,MONTERODUNI,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
310,PESCHE,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
320,PESCOLANCIANO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
330,PESCOPENNATARO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
340,PETTORANELLO DEL MOLISE,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
350,PIETRABBONDANTE,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
360,PIZZONE,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
370,POGGIO SANNITA,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
380,POZZILLI,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
390,RIONERO SANNITICO,0,3,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
400,ROCCAMANDOLFI,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
410,ROCCASICURA,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
420,ROCCHETTA A VOLTURNO,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
430,SAN PIETRO AVELLANA,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
440,SANT'AGAPITO,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
460,SANT'ANGELO DEL PESCO,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
470,SANT'ELENA SANNITA,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
450,SANTA MARIA DEL MOLISE,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
480,SCAPOLI,0,1,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
490,SESSANO DEL MOLISE,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
500,SESTO CAMPANO,0,4,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
510,VASTOGIRARDI,0,2,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
520,VENAFRO,0,12,NA,94,4,IV : ITALIA MERIDIONALE,14,MOLISE,ISERNIA
10,ACQUAVIVA DELLE FONTI,0,20,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
20,ADELFIA,0,16,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
30,ALBEROBELLO,0,9,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
40,ALTAMURA,0,60,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
60,BARI,0,345,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
80,BINETTO,0,2,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
100,BITETTO,0,11,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
110,BITONTO,0,51,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
120,BITRITTO,0,11,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
140,CAPURSO,0,15,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
150,CASAMASSIMA,0,16,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
160,CASSANO DELLE MURGE,0,14,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
170,CASTELLANA GROTTE,0,18,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
180,CELLAMARE,0,4,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
190,CONVERSANO,0,23,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
200,CORATO,0,44,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
210,GIOIA DEL COLLE,0,25,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
220,GIOVINAZZO,0,23,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
230,GRAVINA IN PUGLIA,0,34,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
240,GRUMO APPULA,0,11,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
250,LOCOROTONDO,0,12,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
270,MODUGNO,0,34,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
280,MOLA DI BARI,0,28,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
290,MOLFETTA,0,61,NA,9,4,IV : ITALIA MERIDIONALE,16,PUGLIA,BARI
